[ANIM_META]
AnimIndex,Name,mDuration_ticks,mTicksPerSecond,FrameCount,Duration_sec
0,mixamo.com,24.0000,24.0000,25,1.000000

[RAW_KEYS] AnimIndex=0
Channel,KeyType,KeyIndex,mTime_ticks
mixamorig:LeftHand_$AssimpFbx$_Rotation,ROT,19,0.000161
mixamorig:LeftHand_$AssimpFbx$_Rotation,ROT,20,15.000000
mixamorig:LeftHand_$AssimpFbx$_Rotation,ROT,21,-inf
mixamorig:LeftHand_$AssimpFbx$_Rotation,ROT,22,0.000000
mixamorig:LeftHand_$AssimpFbx$_Rotation,ROT,23,0.000205
mixamorig:LeftHand_$AssimpFbx$_Rotation,ROT,24,18.000000
mixamorig:LeftHand_$AssimpFbx$_Rotation,SCL,0,0.000000
mixamorig:LeftHandIndex1_$AssimpFbx$_Rotation,POS,0,0.000000
mixamorig:LeftHandIndex1_$AssimpFbx$_Rotation,ROT,0,0.000000
mixamorig:LeftHandIndex1_$AssimpFbx$_Rotation,ROT,1,-inf
mixamorig:LeftHandIndex1_$AssimpFbx$_Rotation,ROT,2,-0.000000
mixamorig:LeftHandIndex1_$AssimpFbx$_Rotation,ROT,3,-0.000000
mixamorig:LeftHandIndex1_$AssimpFbx$_Rotation,ROT,4,3.000000
mixamorig:LeftHandIndex1_$AssimpFbx$_Rotation,ROT,5,-inf
mixamorig:LeftHandIndex1_$AssimpFbx$_Rotation,ROT,6,-0.000000
